original_date,product_code,pk,data_type,event_date,temp_min_c,temp_max_c,rainfall_mm,evaporation_mm,sunshine_hrs,wind_gust_direction,wind_gust_speed_max_kmh,time_wind_gust_max_speed_kmh,time_0900_temp_c,time_0900_humidity_pct,time_0900_cloud_amount_oktas,time_0900_wind_direction,time_0900_wind_speed_kmh,time_0900_pressure_msl_hpa,time_1500_temp_c,time_1500_humidity_pct,time_1500_cloud_amount_oktas,time_1500_wind_direction,time_1500_wind_speed_kmh,time_1500_pressure_msl_hpa
2020-01-23,IDCJDW6051,weather_summary-2020-01-23,weather_summary,2020-01-23,,30,0,,12.6,,,,,,,,,1018.3,,,,,,1015.5
2020-01-24,IDCJDW6051,weather_summary-2020-01-24,weather_summary,2020-01-24,18.5,33.5,0,,13.1,,,,26.4,81,0,E,13,1017.9,32.5,76,0,W,22,1015.3
2020-01-25,IDCJDW6051,weather_summary-2020-01-25,weather_summary,2020-01-25,18.5,33.8,0,,12.6,,,,25.1,88,1, ,Calm,1016.2,,,,,,1013.5
2020-01-26,IDCJDW6051,weather_summary-2020-01-26,weather_summary,2020-01-26,21.4,37.7,0,,13.1,,,,26.4,83,2,S,11,1014.9,,,,,,1011.8
2020-01-27,IDCJDW6051,weather_summary-2020-01-27,weather_summary,2020-01-27,24,40.5,0,,13,,,,29,77,2,NW,6,1012.4,,,,,,1009.5
2020-01-28,IDCJDW6051,weather_summary-2020-01-28,weather_summary,2020-01-28,24.5,36.5,0,,13,,,,30.1,81,0,SW,4,1009.7,35.5,77,0,SW,20,1007.7
2020-01-29,IDCJDW6051,weather_summary-2020-01-29,weather_summary,2020-01-29,18.5,,0,,12.6,,,,24,91,0,N,11,1009.9,21.5,86,3,SW,19,1007.7
2020-01-30,IDCJDW6051,weather_summary-2020-01-30,weather_summary,2020-01-30,,24.5,0,,11.4,,,,,,,,,1009.1,,,,,,1009.1
2020-01-31,IDCJDW6051,weather_summary-2020-01-31,weather_summary,2020-01-31,11.6,24.6,0,,12.7,,,,19.5,85,0,SW,15,1014.9,23.5,80,3,SE,28,1014
2020-02-1,IDCJDW6051,weather_summary-2020-02-01,weather_summary,2020-02-01,14.1,30,0,,11.8,,,,21.6,73,4,E,2,1021.6,,,,,,1017.7
2020-02-2,IDCJDW6051,weather_summary-2020-02-02,weather_summary,2020-02-02,17,35,0,,12.9,,,,22.5,84,0,N,2,1020.8,,,,,,1015.7
2020-02-3,IDCJDW6051,weather_summary-2020-02-03,weather_summary,2020-02-03,18.1,38.5,0,,12.8,,,,25.3,78,0,E,7,1016.9,37,75,0,E,22,1012.5
2020-02-4,IDCJDW6051,weather_summary-2020-02-04,weather_summary,2020-02-04,23,42.5,0,,10.6,,,,28.5,81,2,NE,22,1011.8,,,,,,1007.9
2020-02-5,IDCJDW6051,weather_summary-2020-02-05,weather_summary,2020-02-05,26.1,37.1,0,,12.7,,,,33.8,75,1,NE,2,1009.7,34.3,81,2,W,2,1008.6
2020-02-6,IDCJDW6051,weather_summary-2020-02-06,weather_summary,2020-02-06,22.7,32.1,0,,11,,,,26,95,1,NNW,4,1010.6,32,76,0,W,20,1008.5
2020-02-7,IDCJDW6051,weather_summary-2020-02-07,weather_summary,2020-02-07,21,30.8,0,,8.8,,,,23.7,95,4,SW,22,1010.5,29.5,82,1,SW,22,1008.5
2020-02-8,IDCJDW6051,weather_summary-2020-02-08,weather_summary,2020-02-08,20,29.6,0,,11.6,,,,24.2,,2,S,2,1009.1,,,,,,1007.9
2020-02-9,IDCJDW6051,weather_summary-2020-02-09,weather_summary,2020-02-09,,30,0,,12.6,,,,21.6,84,0,SW,9,1015.4,,,,,,1011
2020-02-10,IDCJDW6051,weather_summary-2020-02-10,weather_summary,2020-02-10,15.5,33.1,0,,12.4,,,,21.5,82,0,SE,28,1014.7,31.5,72,0,E,15,1009.6
2020-02-11,IDCJDW6051,weather_summary-2020-02-11,weather_summary,2020-02-11,19.5,35,0,,8.8,,,,23,83,6,E,22,1012.6,,,,,,1009.5
2020-02-12,IDCJDW6051,weather_summary-2020-02-12,weather_summary,2020-02-12,20,,0,,12,,,,26,84,3,NE,6,1013.5,33.5,77,3,W,22,1010.8
2020-02-13,IDCJDW6051,weather_summary-2020-02-13,weather_summary,2020-02-13,,36.5,0,,11.2,,,,,,,,,1012.7,34.5,77,0,SW,20,1009.9
2020-02-14,IDCJDW6051,weather_summary-2020-02-14,weather_summary,2020-02-14,24,41.5,0,,12.3,,,,32,79,0,NW,4,1010.4,40.5,27,3,SE,6,1006.1
2020-02-15,IDCJDW6051,weather_summary-2020-02-15,weather_summary,2020-02-15,22.5,27.3,0,,3.2,,,,25.2,75,7,SW,9,1010.5,,,,,,1010.3
2020-02-16,IDCJDW6051,weather_summary-2020-02-16,weather_summary,2020-02-16,17.1,27.5,0,,12.3,,,,20.5,66,1,S,6,1015.8,,,,,,1014.3
2020-02-17,IDCJDW6051,weather_summary-2020-02-17,weather_summary,2020-02-17,18,33,0,,12.3,,,,26.5,49,1,NE,9,1020.4,,,,,,1016.5
2020-02-18,IDCJDW6051,weather_summary-2020-02-18,weather_summary,2020-02-18,17.5,34.5,0,,10.5,,,,25,45,2,NE,4,1018.1,33.1,32,7,E,2,1013.6
2020-02-19,IDCJDW6051,weather_summary-2020-02-19,weather_summary,2020-02-19,22.5,36,0,,9.1,,,,28.9,38,3,NE,22,1013.3,34.5,34,6,W,2,1010.6
2020-02-20,IDCJDW6051,weather_summary-2020-02-20,weather_summary,2020-02-20,25,37.5,0,,10,,,,29.5,38,4,E,15,1013.9,35.5,25,7,NE,6,1011.8
2020-02-21,IDCJDW6051,weather_summary-2020-02-21,weather_summary,2020-02-21,23,33.6,0,,0.8,,,,26.5,46,8,NE,11,1016.2,31.5,29,8,SE,15,1012.9
2020-02-22,IDCJDW6051,weather_summary-2020-02-22,weather_summary,2020-02-22,20.9,28.8,0.8,,0.5,,,,22.3,88,8, ,Calm,1013.8,,,,,,1010.3
2020-02-23,IDCJDW6051,weather_summary-2020-02-23,weather_summary,2020-02-23,20,34.5,0,,10.2,,,,24.7,77,3,NE,6,1012.7,,,,,,1009.3
2020-02-24,IDCJDW6051,weather_summary-2020-02-24,weather_summary,2020-02-24,21.2,,0,,9.7,,,,23,96,4,N,15,1013,31,51,6,NE,28,1010.3
2020-02-25,IDCJDW6051,weather_summary-2020-02-25,weather_summary,2020-02-25,,33.6,,,9.7,,,,,,,,,1013.4,32.5,50,4,SE,33,1011.3
2020-02-26,IDCJDW6051,weather_summary-2020-02-26,weather_summary,2020-02-26,21,31.5,7,,5.8,,,,25.1,71,4,SE,17,1014,24.5,83,8,NW,33,1014.3
2020-02-27,IDCJDW6051,weather_summary-2020-02-27,weather_summary,2020-02-27,20.7,26.5,4,,0,,,,24.5,83,8,NW,6,1011.8,24.5,83,8,NW,33,1010.1
2020-02-28,IDCJDW6051,weather_summary-2020-02-28,weather_summary,2020-02-28,21.2,31.2,10.6,,7,,,,23.8,76,8,NE,37,1008.7,28.6,60,7,NE,22,1006.1
2020-02-29,IDCJDW6051,weather_summary-2020-02-29,weather_summary,2020-02-29,20.9,28.2,0.4,,11.6,,,,24.7,77,8,W,4,1008.4,,,,,,1007.4
2020-03-1,IDCJDW6051,weather_summary-2020-03-01,weather_summary,2020-03-01,20.5,28.1,0,,10.4,,,,23.4,73,8,E,31,1014.9,,,,,,1014.6
2020-03-2,IDCJDW6051,weather_summary-2020-03-02,weather_summary,2020-03-02,16.1,,0,,10.5,,,,18.5,62,6,E,41,1019.8,,,,,,1016.2
2020-03-3,IDCJDW6051,weather_summary-2020-03-03,weather_summary,2020-03-03,,34,0,,12,,,,,,,,,1018,32.5,29,0,S,4,1013.3
2020-03-4,IDCJDW6051,weather_summary-2020-03-04,weather_summary,2020-03-04,18.1,33.6,0,,11.3,,,,27.5,41,8,N,11,1012.9,,,,,,1009.4
2020-03-5,IDCJDW6051,weather_summary-2020-03-05,weather_summary,2020-03-05,15.5,32.5,0,,10,,,,28.1,40,4,SW,7,1008.1,32,33,4,S,4,1005.2
2020-03-6,IDCJDW6051,weather_summary-2020-03-06,weather_summary,2020-03-06,,27,0,,10.8,,,,,,,,,1008.3,25.5,65,4,SW,11,1009.8
2020-03-7,IDCJDW6051,weather_summary-2020-03-07,weather_summary,2020-03-07,20.2,27.6,0,,6.4,,,,22.5,90,7,S,4,1016.7,,,,,,1016.2
2020-03-8,IDCJDW6051,weather_summary-2020-03-08,weather_summary,2020-03-08,18,32.5,0,,10.9,,,,22.1,86,0,SW,4,1016.7,,,,,,1013.5
2020-03-9,IDCJDW6051,weather_summary-2020-03-09,weather_summary,2020-03-09,21.8,,0,,7.5,,,,25.5,61,5,W,6,1015.4,,,,,,1011.3
2020-03-10,IDCJDW6051,weather_summary-2020-03-10,weather_summary,2020-03-10,,36,0,,11.5,,,,,,,,,1013.7,35,32,2,S,2,1010.4
2020-03-11,IDCJDW6051,weather_summary-2020-03-11,weather_summary,2020-03-11,20.6,36,0,,11.2,,,,26.3,56,1,NE,4,1011,35.1,34,0,W,9,1007.6
2020-03-12,IDCJDW6051,weather_summary-2020-03-12,weather_summary,2020-03-12,17.1,34,0,,10.6,,,,22.8,79,0,S,4,1013.6,33.3,34,4,SE,4,1012.9
2020-03-13,IDCJDW6051,weather_summary-2020-03-13,weather_summary,2020-03-13,19,33.5,0,,10.9,,,,25,61,2,NW,6,1019,32,41,4,SW,19,1014.8
2020-03-14,IDCJDW6051,weather_summary-2020-03-14,weather_summary,2020-03-14,,32.5,0,,0.4,,,,24.6,62,8,E,7,1013.7,,,,,,1008
2020-03-15,IDCJDW6051,weather_summary-2020-03-15,weather_summary,2020-03-15,,26.5,8,,4.8,,,,22.2,100,6,NE,2,1009.2,,,,,,1008.7
2020-03-16,IDCJDW6051,weather_summary-2020-03-16,weather_summary,2020-03-16,18.5,28,0,,9.1,,,,22.1,86,5,S,7,1014.1,26.5,60,4,SW,11,1012.7
2020-03-17,IDCJDW6051,weather_summary-2020-03-17,weather_summary,2020-03-17,,26,,,3,,,,,,,,,1013.8,23.5,71,8,NW,22,1013
2020-03-18,IDCJDW6051,weather_summary-2020-03-18,weather_summary,2020-03-18,13,24,10,,10.4,,,,20,68,4,SW,22,1019.7,22,54,3,SW,28,1019.8
2020-03-19,IDCJDW6051,weather_summary-2020-03-19,weather_summary,2020-03-19,13.8,25,0,,3.7,,,,20,67,4,E,19,1026,24,53,6,N,6,1022.2
2020-03-20,IDCJDW6051,weather_summary-2020-03-20,weather_summary,2020-03-20,,32.5,0,,7,,,,,,,,,1021.9,31,46,0,N,6,1018.1
2020-03-21,IDCJDW6051,weather_summary-2020-03-21,weather_summary,2020-03-21,16.8,32.5,0,,9.4,,,,23.2,80,4,SE,7,1021.6,,,,,,1018.5
2020-03-22,IDCJDW6051,weather_summary-2020-03-22,weather_summary,2020-03-22,,32.5,0,,10.5,,,,22.2,75,1,E,33,1023.6,,,,,,1019.5
2020-03-23,IDCJDW6051,weather_summary-2020-03-23,weather_summary,2020-03-23,19,,0,,10.7,,,,24.5,68,0,NW,22,1020.7,,,,,,1016.9
2020-03-24,IDCJDW6051,weather_summary-2020-03-24,weather_summary,2020-03-24,,,0,,10.6,,,,,,,,,1018,,,,,,1014.6
2020-03-25,IDCJDW6051,weather_summary-2020-03-25,weather_summary,2020-03-25,,34.5,0,,8.4,,,,,,,,,1015.9,,,,,,1013.9
2020-03-26,IDCJDW6051,weather_summary-2020-03-26,weather_summary,2020-03-26,19.5,36.5,0,,10.4,,,,28.5,54,1,NW,2,1016.1,35.5,38,2,SW,6,1012.9
2020-03-27,IDCJDW6051,weather_summary-2020-03-27,weather_summary,2020-03-27,23.5,28.6,0,,7.6,,,,26,84,6,W,15,1013.4,27,77,6,NW,13,1011.6
2020-03-28,IDCJDW6051,weather_summary-2020-03-28,weather_summary,2020-03-28,18.8,24.1,2.3,,9.6,,,,20.4,86,8,SW,6,1016.5,,,,,,1016
2020-03-29,IDCJDW6051,weather_summary-2020-03-29,weather_summary,2020-03-29,13.2,23.5,0,,4.1,,,,17.9,79,8,NE,2,1020,,,,,,1018.1
2020-03-30,IDCJDW6051,weather_summary-2020-03-30,weather_summary,2020-03-30,11.5,24.5,0,,8.2,,,,20,64,6,W,15,1019.9,23.5,60,4,SW,11,1016.6
2020-03-31,IDCJDW6051,weather_summary-2020-03-31,weather_summary,2020-03-31,12,26.1,0,,10.3,,,,20.3,79,0,SW,15,1018.8,,,,,,1015.2
2020-04-1,IDCJDW6051,weather_summary-2020-04-01,weather_summary,2020-04-01,14.3,,0,,6.6,,,,22.4,75,0,E,6,1014.8,,,,,,1010.9
2020-04-2,IDCJDW6051,weather_summary-2020-04-02,weather_summary,2020-04-02,,24.5,0,,7.1,,,,,,,,,1013,23.5,63,4,SW,15,1012
2020-04-3,IDCJDW6051,weather_summary-2020-04-03,weather_summary,2020-04-03,11,24.5,0,,10.4,,,,19,63,0,S,7,1021.5,24,50,0,S,15,1017.7
2020-04-4,IDCJDW6051,weather_summary-2020-04-04,weather_summary,2020-04-04,,26.2,0,,6.1,,,,,,,,,1020.7,,,,,,1017.8
2020-04-5,IDCJDW6051,weather_summary-2020-04-05,weather_summary,2020-04-05,13.6,25.5,0,,2,,,,17.6,80,8,NW,2,1017.2,,,,,,1014.3
2020-04-6,IDCJDW6051,weather_summary-2020-04-06,weather_summary,2020-04-06,16.8,32.5,0,,9.1,,,,23.5,56,4,NE,22,1014.7,31.5,40,1,SE,4,1010.7
2020-04-7,IDCJDW6051,weather_summary-2020-04-07,weather_summary,2020-04-07,20.1,34.5,0,,9.9,,,,27,56,0,NE,19,1013.6,34,41,3,NE,11,1009.2
2020-04-8,IDCJDW6051,weather_summary-2020-04-08,weather_summary,2020-04-08,,33.5,0,,10.5,,,,,,,,,1012.4,32.5,52,0,NW,15,1011.3
2020-04-9,IDCJDW6051,weather_summary-2020-04-09,weather_summary,2020-04-09,,,0,,9.5,,,,,,,,,1016,,,,,,1014.2
2020-04-10,IDCJDW6051,weather_summary-2020-04-10,weather_summary,2020-04-10,,36.6,0,,10.5,,,,,,,,,1016.9,,,,,,1015
2020-04-11,IDCJDW6051,weather_summary-2020-04-11,weather_summary,2020-04-11,16.5,39.5,0,,9.8,,,,27.5,64,0,SW,11,1015.8,,,,,,1013.2
2020-04-12,IDCJDW6051,weather_summary-2020-04-12,weather_summary,2020-04-12,21.5,26.6,0,,2.1,,,,22.9,88,8,SE,4,1015.6,,,,,,1014.7
2020-04-13,IDCJDW6051,weather_summary-2020-04-13,weather_summary,2020-04-13,16.1,26.5,0,,9.7,,,,23.1,80,8,SW,6,1018,,,,,,1015.7
2020-04-14,IDCJDW6051,weather_summary-2020-04-14,weather_summary,2020-04-14,14,25.5,0,,8.6,,,,22.5,83,1,S,11,1019.2,24.5,68,2,SW,22,1017.6
2020-04-15,IDCJDW6051,weather_summary-2020-04-15,weather_summary,2020-04-15,13.8,25,0,,7.7,,,,21,77,3,SW,15,1021.6,24,64,5,SW,28,1020.6
2020-04-16,IDCJDW6051,weather_summary-2020-04-16,weather_summary,2020-04-16,13,26.1,0,,8.9,,,,18.6,80,0,NE,15,1023.7,,,,,,1019.2
2020-04-17,IDCJDW6051,weather_summary-2020-04-17,weather_summary,2020-04-17,15.5,28.2,0,,5.8,,,,20.3,71,8,N,2,1019,27.5,54,4,S,2,1015.5
2020-04-18,IDCJDW6051,weather_summary-2020-04-18,weather_summary,2020-04-18,13.1,21.5,0,,0.7,,,,15.9,97,7,S,2,1013.1,,,,,,1010.2
2020-04-19,IDCJDW6051,weather_summary-2020-04-19,weather_summary,2020-04-19,14.3,23,5,,4.9,,,,21.5,80,7,SW,2,1012,,,,,,1013
2020-04-20,IDCJDW6051,weather_summary-2020-04-20,weather_summary,2020-04-20,10,24.5,0,,7.3,,,,18.5,85,6,NW,13,1015,23.5,71,7,SW,30,1014.1
2020-04-21,IDCJDW6051,weather_summary-2020-04-21,weather_summary,2020-04-21,16,25,0,,7.4,,,,19.5,90,6,N,11,1016.8,,,,,,1015.3
2020-04-22,IDCJDW6051,weather_summary-2020-04-22,weather_summary,2020-04-22,15,25,0,,3.3,,,,19.5,100,8,N,4,1017.2,23,83,8,W,22,1015.7
2020-04-23,IDCJDW6051,weather_summary-2020-04-23,weather_summary,2020-04-23,15,25.4,1,,8.1,,,,21,82,3,S,6,1021.5,24.5,57,1,SW,11,1018.4
2020-04-24,IDCJDW6051,weather_summary-2020-04-24,weather_summary,2020-04-24,,23.2,,,2.9,,,,,,,,,1018.6,22.1,82,8,SW,4,1016.8
2020-04-25,IDCJDW6051,weather_summary-2020-04-25,weather_summary,2020-04-25,17,24.4,2,,7.5,,,,17.9,99,8,SW,6,1021,,,,,,1020.8
2020-04-26,IDCJDW6051,weather_summary-2020-04-26,weather_summary,2020-04-26,12.5,26.4,0,,9.8,,,,17.3,91,8,SW,4,1024.2,,,,,,1020.6
2020-04-27,IDCJDW6051,weather_summary-2020-04-27,weather_summary,2020-04-27,11.6,23.5,0,,7.3,,,,13.9,100,8,E,6,1019.6,,,,,,1017.5
2020-04-28,IDCJDW6051,weather_summary-2020-04-28,weather_summary,2020-04-28,13,21.6,0,,10,,,,16.5,79,0,S,15,1022.9,20.5,61,0,S,15,1022.1
2020-04-29,IDCJDW6051,weather_summary-2020-04-29,weather_summary,2020-04-29,11,22.8,0,,10,,,,15.5,70,0,S,6,1029.9,22,58,0,N,6,1026.8
2020-04-30,IDCJDW6051,weather_summary-2020-04-30,weather_summary,2020-04-30,10.7,22.5,0,,10,,,,15,73,1,NNE,19,1032.2,16,64,0,NE,22,1026.9
2020-05-1,IDCJDW6051,weather_summary-2020-05-01,weather_summary,2020-05-01,,25.2,,,9.2,,,,,,,,,1026,23.5,56,0,NE,19,1020.9
2020-05-2,IDCJDW6051,weather_summary-2020-05-02,weather_summary,2020-05-02,15,28.6,0.5,,9.9,,,,19.8,58,0,NE,15,1019.2,,,,,,1016.1
2020-05-3,IDCJDW6051,weather_summary-2020-05-03,weather_summary,2020-05-03,16.9,29.5,0,,9.3,,,,24.5,43,0,N,9,1016.7,,,,,,1014.2
2020-05-4,IDCJDW6051,weather_summary-2020-05-04,weather_summary,2020-05-04,18.1,24.1,0,,0.1,,,,21,98,8,NW,6,1013.2,19,100,8,NW,4,1013.5
2020-05-5,IDCJDW6051,weather_summary-2020-05-05,weather_summary,2020-05-05,15.5,23.5,,,7.4,,,,18.5,95,8,NW,7,1011.6,21.4,74,8,NW,11,1005.9
2020-05-6,IDCJDW6051,weather_summary-2020-05-06,weather_summary,2020-05-06,11,17.1,,,5.4,,,,12,100,8,SW,56,1013.6,14.5,89,6,NW,4,1016.7
2020-05-7,IDCJDW6051,weather_summary-2020-05-07,weather_summary,2020-05-07,10,18.5,,,2.8,,,,14.5,89,6,NW,4,1022,14.5,89,8,NW,9,1019.5
2020-05-8,IDCJDW6051,weather_summary-2020-05-08,weather_summary,2020-05-08,12,18.8,,,9.4,,,,15,79,0,S,11,1023.4,18,58,0,S,20,1023.2
2020-05-9,IDCJDW6051,weather_summary-2020-05-09,weather_summary,2020-05-09,9,21.5,0,,9.6,,,,13,73,1,E,7,1027.2,,,,,,1024.4
2020-05-10,IDCJDW6051,weather_summary-2020-05-10,weather_summary,2020-05-10,8.5,24.4,0,,9.7,,,,16,63,0,E,2,1023.7,,,,,,1020.4
2020-05-11,IDCJDW6051,weather_summary-2020-05-11,weather_summary,2020-05-11,6.7,23.5,0,,8.2,,,,10.6,89,1, ,Calm,1023.6,22.7,52,1,SW,2,1021.4
2020-05-12,IDCJDW6051,weather_summary-2020-05-12,weather_summary,2020-05-12,10.5,23,0,,9.3,,,,18,71,2,E,7,1026.7,22,54,2,S,2,1023.9
2020-05-13,IDCJDW6051,weather_summary-2020-05-13,weather_summary,2020-05-13,15,28.5,0,,5.6,,,,21,42,2,N,9,1023.1,27.5,30,2,N,6,1020.5
2020-05-14,IDCJDW6051,weather_summary-2020-05-14,weather_summary,2020-05-14,10.5,28,0,,9.5,,,,22,36,1,NE,2,1022.5,27.5,24,0,W,13,1020.3
2020-05-15,IDCJDW6051,weather_summary-2020-05-15,weather_summary,2020-05-15,7.1,24.8,0,,9.5,,,,12.5,77,0,SW,2,1020.8,,,,,,1020.2
2020-05-16,IDCJDW6051,weather_summary-2020-05-16,weather_summary,2020-05-16,12.2,,0,,9.4,,,,15.6,77,6,SE,4,1027,,,,,,1023.4
2020-05-17,IDCJDW6051,weather_summary-2020-05-17,weather_summary,2020-05-17,9.2,22.8,0,,8.1,,,,12.5,86,6,SW,2,1023.3,,,,,,1020.7
2020-05-18,IDCJDW6051,weather_summary-2020-05-18,weather_summary,2020-05-18,7.2,,0,,9,,,,16,64,1,SE,22,1026.3,,,,,,1024.8
2020-05-19,IDCJDW6051,weather_summary-2020-05-19,weather_summary,2020-05-19,,20.2,0,,9.2,,,,,,,,,1031.2,19.5,39,0,E,19,1026.9
2020-05-20,IDCJDW6051,weather_summary-2020-05-20,weather_summary,2020-05-20,8.5,20.5,0,,9.3,,,,15,68,1,NE,4,1030.8,19,52,0,NE,11,1027.1
2020-05-21,IDCJDW6051,weather_summary-2020-05-21,weather_summary,2020-05-21,6.9,22.1,0,,9.5,,,,15,68,0,NE,11,1028.6,,,,,,1024.2
2020-05-22,IDCJDW6051,weather_summary-2020-05-22,weather_summary,2020-05-22,10.9,25.1,0,,9.3,,,,16,55,0,E,15,1023.8,,,,,,1020.4
2020-05-23,IDCJDW6051,weather_summary-2020-05-23,weather_summary,2020-05-23,12,27.2,0,,9.1,,,,19.3,32,2,NE,7,1020.9,,,,,,1016
2020-05-24,IDCJDW6051,weather_summary-2020-05-24,weather_summary,2020-05-24,18.2,22.5,0,,0,,,,20.4,27,8,NE,19,1006.9,,,,,,994.7
2020-05-25,IDCJDW6051,weather_summary-2020-05-25,weather_summary,2020-05-25,,17,24.3,,3.3,,,,16.4,69,8,SSW,11,1003.6,12.4,81,6,SW,4,1007.8
2020-05-26,IDCJDW6051,weather_summary-2020-05-26,weather_summary,2020-05-26,9.5,18,8.5,,2.8,,,,13,88,2,NNE,2,1020.6,,,,,,1020
2020-05-27,IDCJDW6051,weather_summary-2020-05-27,weather_summary,2020-05-27,12.3,21.2,2,,3,,,,12.9,96,8,N,2,1021.9,19.6,61,3,W,9,1019.1
2020-05-28,IDCJDW6051,weather_summary-2020-05-28,weather_summary,2020-05-28,12.7,21,5.9,,4.4,,,,14.5,99,8,N,4,1019.2,19.5,71,6,W,11,1016
2020-05-29,IDCJDW6051,weather_summary-2020-05-29,weather_summary,2020-05-29,14.1,21.6,26.4,,4.9,,,,15.7,93,6,N,7,1011.2,15.8,97,8,N,4,1009.1
2020-05-30,IDCJDW6051,weather_summary-2020-05-30,weather_summary,2020-05-30,9.2,18.1,27,,5.2,,,,11,94,7, ,Calm,1020.6,,,,,,1019.9
2020-05-31,IDCJDW6051,weather_summary-2020-05-31,weather_summary,2020-05-31,11,20.7,4.4,,4.8,,,,14.7,93,7,NE,2,1025.1,,,,,,1024.8
2020-06-1,IDCJDW6051,weather_summary-2020-06-01,weather_summary,2020-06-01,10.9,20.2,2,,4,,,,13.1,94,7, ,Calm,1028.7,,,,,,1026.4
2020-06-2,IDCJDW6051,weather_summary-2020-06-02,weather_summary,2020-06-02,11.6,21.5,0,,4.7,,,,15.3,73,6,SSE,2,1026.8,19.8,56,5,NNE,2,1023.5
2020-06-3,IDCJDW6051,weather_summary-2020-06-03,weather_summary,2020-06-03,13.6,25,0,,9,,,,16.5,69,1, ,Calm,1024.2,23.7,41,1,WNW,4,1021.4
2020-06-4,IDCJDW6051,weather_summary-2020-06-04,weather_summary,2020-06-04,13.1,26.1,0,,7.1,,,,16.7,73,6,SSE,2,1023.7,24.8,44,4, ,Calm,1021.7
2020-06-5,IDCJDW6051,weather_summary-2020-06-05,weather_summary,2020-06-05,15.7,25.1,0,,7.4,,,,18.1,64,0,S,2,1024.7,,,,,,1022.4
2020-06-6,IDCJDW6051,weather_summary-2020-06-06,weather_summary,2020-06-06,17.9,25,0,,0.3,,,,21.5,36,8,NE,4,1022.5,,,,,,1020.2
2020-06-7,IDCJDW6051,weather_summary-2020-06-07,weather_summary,2020-06-07,15.3,23.8,3.2,,2.2,,,,15.4,97,8,NE,2,1021,,,,,,1018.7
2020-06-8,IDCJDW6051,weather_summary-2020-06-08,weather_summary,2020-06-08,11,,0,,9.2,,,,15.5,64,0,E,2,1022.3,23.5,32,2,N,2,1020.1
2020-06-9,IDCJDW6051,weather_summary-2020-06-09,weather_summary,2020-06-09,,,,,9.1,,,,,,,,,1020.6,,,,,,1018.4
2020-06-10,IDCJDW6051,weather_summary-2020-06-10,weather_summary,2020-06-10,,,,,3.2,,,,,,,,,1015,,,,,,1012.1
2020-06-11,IDCJDW6051,weather_summary-2020-06-11,weather_summary,2020-06-11,,,,,4.2,,,,,,,,,1007.7,,,,,,1006.2
2020-06-12,IDCJDW6051,weather_summary-2020-06-12,weather_summary,2020-06-12,,18.5,,,5.9,,,,,,,,,1011.3,,,,,,1014.2
2020-06-13,IDCJDW6051,weather_summary-2020-06-13,weather_summary,2020-06-13,9.5,19.4,0.5,,3.3,,,,12.5,85,7,NW,4,1022.2,,,,,,1021.1
2020-06-14,IDCJDW6051,weather_summary-2020-06-14,weather_summary,2020-06-14,12,,7.5,,6.9,,,,14,100,6,N,2,1025.5,,,,,,1024.1
2020-06-15,IDCJDW6051,weather_summary-2020-06-15,weather_summary,2020-06-15,,,,,0.4,,,,,,,,,1026.9,,,,,,1024.5
2020-06-16,IDCJDW6051,weather_summary-2020-06-16,weather_summary,2020-06-16,,,,,9.1,,,,,,,,,1024.5,,,,,,1019.5
2020-06-17,IDCJDW6051,weather_summary-2020-06-17,weather_summary,2020-06-17,,,,,3.1,,,,,,,,,1010.2,,,,,,1007.5
2020-06-18,IDCJDW6051,weather_summary-2020-06-18,weather_summary,2020-06-18,,,,,6.3,,,,,,,,,1016.6,,,,,,1018.8
2020-06-19,IDCJDW6051,weather_summary-2020-06-19,weather_summary,2020-06-19,,19.4,,,8.2,,,,,,,,,1027.9,,,,,,1026.5
2020-06-20,IDCJDW6051,weather_summary-2020-06-20,weather_summary,2020-06-20,7.2,19.7,0,,9.1,,,,11.2,73,0,NE,19,1027.1,,,,,,1023.2
2020-06-21,IDCJDW6051,weather_summary-2020-06-21,weather_summary,2020-06-21,10.4,,0,,9.1,,,,14.3,49,0,NE,6,1021.3,,,,,,1017.4
2020-06-22,IDCJDW6051,weather_summary-2020-06-22,weather_summary,2020-06-22,,,,,2.1,,,,,,,,,1014.8,,,,,,1009.3
2020-06-23,IDCJDW6051,weather_summary-2020-06-23,weather_summary,2020-06-23,,,,,8.2,,,,,,,,,1014.2,,,,,,1015
2020-06-24,IDCJDW6051,weather_summary-2020-06-24,weather_summary,2020-06-24,,,,,6.4,,,,,,,,,1022.6,,,,,,1021.6
2020-06-25,IDCJDW6051,weather_summary-2020-06-25,weather_summary,2020-06-25,,,,,7.8,,,,,,,,,1022,,,,,,1016.7
2020-06-26,IDCJDW6051,weather_summary-2020-06-26,weather_summary,2020-06-26,,,,,7.8,,,,,,,,,1014.8,,,,,,1012.8
2020-06-27,IDCJDW6051,weather_summary-2020-06-27,weather_summary,2020-06-27,13.6,,2.4,,4.9,,,,14.4,100,4,NE,4,1015.5,,,,,,1012.9
2020-06-28,IDCJDW6051,weather_summary-2020-06-28,weather_summary,2020-06-28,13.9,,,,1.1,,,,15.8,97,7,N,4,1010.2,,,,,,1007.7
2020-06-29,IDCJDW6051,weather_summary-2020-06-29,weather_summary,2020-06-29,,,,,4.8,,,,,,,,,1009.6,,,,,,1012.3
