original_date,product_code,pk,data_type,event_date,temp_min_c,temp_max_c,rainfall_mm,evaporation_mm,sunshine_hrs,wind_gust_direction,wind_gust_speed_max_kmh,time_wind_gust_max_speed_kmh,time_0900_temp_c,time_0900_humidity_pct,time_0900_cloud_amount_oktas,time_0900_wind_direction,time_0900_wind_speed_kmh,time_0900_pressure_msl_hpa,time_1500_temp_c,time_1500_humidity_pct,time_1500_cloud_amount_oktas,time_1500_wind_direction,time_1500_wind_speed_kmh,time_1500_pressure_msl_hpa
2020-06-30,IDCJDW6051,weather_summary-2020-06-30,weather_summary,2020-06-30,,,,,4.4,,,,,,,,,1015.1,,,,,,1014.5
2020-07-1,IDCJDW6051,weather_summary-2020-07-01,weather_summary,2020-07-01,,,,,2.6,,,,,,,,,1021.7,,,,,,1021.4
2020-07-2,IDCJDW6051,weather_summary-2020-07-02,weather_summary,2020-07-02,,,,,9.1,,,,,,,,,1027.9,,,,,,1025.5
2020-07-3,IDCJDW6051,weather_summary-2020-07-03,weather_summary,2020-07-03,,,,,9.3,,,,,,,,,1030.3,,,,,,1026.8
2020-07-4,IDCJDW6051,weather_summary-2020-07-04,weather_summary,2020-07-04,,,,,9.3,,,,,,,,,1025.6,,,,,,1022
2020-07-5,IDCJDW6051,weather_summary-2020-07-05,weather_summary,2020-07-05,14.3,,0,,5,,,,18.5,42,4,N,2,1018.7,,,,,,1015.1
2020-07-6,IDCJDW6051,weather_summary-2020-07-06,weather_summary,2020-07-06,,,,,5.6,,,,,,,,,1016.6,,,,,,1016.9
2020-07-7,IDCJDW6051,weather_summary-2020-07-07,weather_summary,2020-07-07,,,,,5.6,,,,,,,,,1022.9,,,,,,1021.6
2020-07-8,IDCJDW6051,weather_summary-2020-07-08,weather_summary,2020-07-08,,,,,3.2,,,,,,,,,1024.6,,,,,,1022.7
2020-07-9,IDCJDW6051,weather_summary-2020-07-09,weather_summary,2020-07-09,,,,,9.1,,,,,,,,,1027.5,,,,,,1025.9
2020-07-10,IDCJDW6051,weather_summary-2020-07-10,weather_summary,2020-07-10,,16.8,,,9.2,,,,,,,,,1031.9,,,,,,1028.4
2020-07-11,IDCJDW6051,weather_summary-2020-07-11,weather_summary,2020-07-11,8.5,18.7,4,,9.2,,,,10.5,63,0, ,,1030.2,,,,,,1026.3
2020-07-12,IDCJDW6051,weather_summary-2020-07-12,weather_summary,2020-07-12,7.8,,0,,9.3,,,,,,0,NE,7,1020.4,,,,,,1016.1
2020-07-13,IDCJDW6051,weather_summary-2020-07-13,weather_summary,2020-07-13,,,,,4.6,,,,,,,,,1014.8,,,,,,1011.8
2020-07-14,IDCJDW6051,weather_summary-2020-07-14,weather_summary,2020-07-14,,,,,7.9,,,,,,,,,1013.7,,,,,,1015.3
2020-07-15,IDCJDW6051,weather_summary-2020-07-15,weather_summary,2020-07-15,,,,,2.7,,,,,,,,,1017.7,,,,,,1015.1
2020-07-16,IDCJDW6051,weather_summary-2020-07-16,weather_summary,2020-07-16,,,,,3.1,,,,,,,,,1011.9,,,,,,1009
2020-07-17,IDCJDW6051,weather_summary-2020-07-17,weather_summary,2020-07-17,,15.2,,,5.6,,,,,,,,,1012.9,,,,,,1014.4
2020-07-18,IDCJDW6051,weather_summary-2020-07-18,weather_summary,2020-07-18,6.1,18.7,6,,5.9,,,,9.9,87,4,N,4,1021.6,,,,,,1021.1
2020-07-19,IDCJDW6051,weather_summary-2020-07-19,weather_summary,2020-07-19,5.6,,1.8,,1.1,,,,7.9,96,7,E,4,1027.8,,,,,,1026
2020-07-20,IDCJDW6051,weather_summary-2020-07-20,weather_summary,2020-07-20,,,0,,9.2,,,,,,,,,1027.2,,,,,,1023.6
2020-07-21,IDCJDW6051,weather_summary-2020-07-21,weather_summary,2020-07-21,,,0,,5.8,,,,,,,,,1022,,,,,,1019
2020-07-22,IDCJDW6051,weather_summary-2020-07-22,weather_summary,2020-07-22,,,0,,9.4,,,,,,,,,1018.6,,,,,,1016
2020-07-23,IDCJDW6051,weather_summary-2020-07-23,weather_summary,2020-07-23,,,0,,7.1,,,,,,,,,1020.2,,,,,,1021.5
2020-07-24,IDCJDW6051,weather_summary-2020-07-24,weather_summary,2020-07-24,,20.4,0,,9.4,,,,,,,,,1027.1,,,,,,1024.5
2020-07-25,IDCJDW6051,weather_summary-2020-07-25,weather_summary,2020-07-25,3.9,23.2,0,,5.8,,,,15.7,48,7,NE,15,1021.7,,,,,,1019.5
2020-07-26,IDCJDW6051,weather_summary-2020-07-26,weather_summary,2020-07-26,9.6,,2.6,,3.3,,,,15.9,100,1,E,2,1024.7,,,,,,1022.4
2020-07-27,IDCJDW6051,weather_summary-2020-07-27,weather_summary,2020-07-27,,,,,7.3,,,,,,,,,1017.7,,,,,,1014.9
2020-07-28,IDCJDW6051,weather_summary-2020-07-28,weather_summary,2020-07-28,,,,,4.4,,,,,,,,,1023.3,,,,,,1022.8
2020-07-29,IDCJDW6051,weather_summary-2020-07-29,weather_summary,2020-07-29,,,,,8.9,,,,,,,,,1026.1,,,,,,1023.2
2020-07-30,IDCJDW6051,weather_summary-2020-07-30,weather_summary,2020-07-30,,,,,8.7,,,,,,,,,1021.1,,,,,,1018.1
2020-07-31,IDCJDW6051,weather_summary-2020-07-31,weather_summary,2020-07-31,,20.2,,,8.1,,,,,,,,,1021.6,,,,,,1020.8
2020-08-1,IDCJDW6051,weather_summary-2020-08-01,weather_summary,2020-08-01,5,,0,,8.9,,,,11.6,88,0,NW,2,1027.1,,,,,,1023.4
2020-08-2,IDCJDW6051,weather_summary-2020-08-02,weather_summary,2020-08-02,,,,,3.8,,,,,,,,,1021.6,,,,,,1016.4
2020-08-3,IDCJDW6051,weather_summary-2020-08-03,weather_summary,2020-08-03,,,,,2.6,,,,,,,,,1010.5,,,,,,1006.5
2020-08-4,IDCJDW6051,weather_summary-2020-08-04,weather_summary,2020-08-04,,,,,9.7,,,,,,,,,1011.5,,,,,,1011.4
2020-08-5,IDCJDW6051,weather_summary-2020-08-05,weather_summary,2020-08-05,,,,,9.7,,,,,,,,,1020.1,,,,,,1020.2
2020-08-6,IDCJDW6051,weather_summary-2020-08-06,weather_summary,2020-08-06,,,,,9.8,,,,,,,,,1027.4,,,,,,1024.9
2020-08-7,IDCJDW6051,weather_summary-2020-08-07,weather_summary,2020-08-07,,17.4,,,5.5,,,,,,,,,1026.6,,,,,,1022.1
2020-08-8,IDCJDW6051,weather_summary-2020-08-08,weather_summary,2020-08-08,7.5,,0,,5.6,,,,13.6,60,7,NE,13,1017.4,,,,,,1010.6
2020-08-9,IDCJDW6051,weather_summary-2020-08-09,weather_summary,2020-08-09,,,0,,0.8,,,,,,,,,999.6,,,,,,996.3
2020-08-10,IDCJDW6051,weather_summary-2020-08-10,weather_summary,2020-08-10,,,0,,5.4,,,,,,,,,1000.3,,,,,,1001
2020-08-11,IDCJDW6051,weather_summary-2020-08-11,weather_summary,2020-08-11,,,0,,5.7,,,,,,,,,1010.1,,,,,,1010.8
2020-08-12,IDCJDW6051,weather_summary-2020-08-12,weather_summary,2020-08-12,,,0,,5.5,,,,,,,,,1017.2,,,,,,1015.9
2020-08-13,IDCJDW6051,weather_summary-2020-08-13,weather_summary,2020-08-13,,,0,,2.7,,,,,,,,,1019.5,,,,,,1018.1
2020-08-14,IDCJDW6051,weather_summary-2020-08-14,weather_summary,2020-08-14,,17.6,0,,2.9,,,,,,,,,1018.8,,,,,,1016.4
2020-08-15,IDCJDW6051,weather_summary-2020-08-15,weather_summary,2020-08-15,,23,0,,6.6,,,,16.2,69,0,NNE,9,1011.5,,,,,,1005.2
2020-08-16,IDCJDW6051,weather_summary-2020-08-16,weather_summary,2020-08-16,,15.3,8,,4,,,,12,96,8,SE,4,1007.1,,,,,,1008.7
2020-08-17,IDCJDW6051,weather_summary-2020-08-17,weather_summary,2020-08-17,,17.1,9,,6.7,,,,13.5,88,5,SW,28,1014.5,15.5,79,6,WSW,22,1013.6
2020-08-18,IDCJDW6051,weather_summary-2020-08-18,weather_summary,2020-08-18,,16.8,9,,3,,,,13,94,4,SW,4,1018.6,16.5,79,6,WSW,22,1018
2020-08-19,IDCJDW6051,weather_summary-2020-08-19,weather_summary,2020-08-19,,18.1,1.6,,8.8,,,,12.5,77,0,NE,2,1022,17.3,63,6,SW,2,1021
2020-08-20,IDCJDW6051,weather_summary-2020-08-20,weather_summary,2020-08-20,5.1,20.5,0,,8.9,,,,13.5,77,2,NE,2,1022.9,18.5,54,4,SW,7,1021.2
2020-08-21,IDCJDW6051,weather_summary-2020-08-21,weather_summary,2020-08-21,,20,0,,5.7,,,,15.5,79,6,NE,2,1025.4,,,,,,1022.4
2020-08-22,IDCJDW6051,weather_summary-2020-08-22,weather_summary,2020-08-22,,22.5,0,,5.3,,,,14.6,77,7,NE,4,1021,,,,,,1018.9
2020-08-23,IDCJDW6051,weather_summary-2020-08-23,weather_summary,2020-08-23,,,0,,7.9,,,,16.4,72,3,W,4,1021,,,,,,1019.9
2020-08-24,IDCJDW6051,weather_summary-2020-08-24,weather_summary,2020-08-24,,21.5,0,,9.4,,,,,,,,,1023.4,20.3,46,5,SW,11,1021.4
2020-08-25,IDCJDW6051,weather_summary-2020-08-25,weather_summary,2020-08-25,,21.5,0,,8.9,,,,18.5,54,4,W,9,1025,20.4,45,2,SW,9,1022.6
2020-08-26,IDCJDW6051,weather_summary-2020-08-26,weather_summary,2020-08-26,,21.6,0,,10.3,,,,17,75,2,S,19,1028.5,21,53,1,SW,19,1026.2
2020-08-27,IDCJDW6051,weather_summary-2020-08-27,weather_summary,2020-08-27,,26.5,0,,10.4,,,,19.5,67,0,W,13,1027.6,25,41,0,SE,13,1021.5
2020-08-28,IDCJDW6051,weather_summary-2020-08-28,weather_summary,2020-08-28,,25,0,,6,,,,22.5,47,0,N,13,1014.6,19,81,8,SW,22,1013.5
2020-08-29,IDCJDW6051,weather_summary-2020-08-29,weather_summary,2020-08-29,,,1.2,,10.4,,,,12.6,81,1, ,Calm,1024.4,,,,,,1024.1
2020-08-30,IDCJDW6051,weather_summary-2020-08-30,weather_summary,2020-08-30,,24,0,,10.5,,,,13,71,0,E,17,1027,,,,,,1022.2
2020-08-31,IDCJDW6051,weather_summary-2020-08-31,weather_summary,2020-08-31,,21,0,,9.6,,,,17.4,44,0,N,13,1015.9,19.5,60,5,NW,15,1013.1
2020-09-1,IDCJDW6051,weather_summary-2020-09-01,weather_summary,2020-09-01,,17.6,0,,6.2,,,,13.5,88,6,SW,22,1011.5,17,56,5,SW,33,1012
2020-09-2,IDCJDW6051,weather_summary-2020-09-02,weather_summary,2020-09-02,,,1.1,,8.9,,,,16.5,69,4,SW,28,1013.8,17.5,67,4,SW,28,1015.8
2020-09-3,IDCJDW6051,weather_summary-2020-09-03,weather_summary,2020-09-03,,20.8,,,7.6,,,,,,,,,1020.1,15,83,2, ,Calm,1020.1
2020-09-4,IDCJDW6051,weather_summary-2020-09-04,weather_summary,2020-09-04,,22,1.1,,5,,,,19,76,8, ,Calm,1021.5,22,58,4,W,15,1019.6
2020-09-5,IDCJDW6051,weather_summary-2020-09-05,weather_summary,2020-09-05,,22.5,1.1,,9.8,,,,13,92,7,N,6,1016.2,,,,,,1012.4
2020-09-6,IDCJDW6051,weather_summary-2020-09-06,weather_summary,2020-09-06,,21.3,0,,0,,,,17.3,91,8,NE,4,1005.2,,,,,,1002.8
2020-09-7,IDCJDW6051,weather_summary-2020-09-07,weather_summary,2020-09-07,,18.7,30.2,,7,,,,15.3,70,3,SSW,9,1013.9,17.6,55,6,SW,9,1016.1
2020-09-8,IDCJDW6051,weather_summary-2020-09-08,weather_summary,2020-09-08,11,,0.4,,4.8,,,,16.5,69,5,NW,6,1023.9,19,59,5, ,Calm,1021.7
2020-09-9,IDCJDW6051,weather_summary-2020-09-09,weather_summary,2020-09-09,,,0,,9.8,,,,,,,,,1013.7,,,,,,1011.2
2020-09-10,IDCJDW6051,weather_summary-2020-09-10,weather_summary,2020-09-10,,,1.6,,9,,,,17,65,4,SW,15,1015.4,,,,,,1016.8
2020-09-11,IDCJDW6051,weather_summary-2020-09-11,weather_summary,2020-09-11,,20.6,,,9.7,,,,,,,,,1023.6,,,,,,1021.3
2020-09-12,IDCJDW6051,weather_summary-2020-09-12,weather_summary,2020-09-12,7.3,21.2,0,,10.3,,,,13.4,75,0,SW,4,1029,,,,,,1027.1
2020-09-13,IDCJDW6051,weather_summary-2020-09-13,weather_summary,2020-09-13,9.4,,0,,10.5,,,,16.5,65,0,NE,2,1029.4,,,,,,1025
2020-09-14,IDCJDW6051,weather_summary-2020-09-14,weather_summary,2020-09-14,,,,,7.8,,,,,,,,,1023.5,,,,,,1018.7
2020-09-15,IDCJDW6051,weather_summary-2020-09-15,weather_summary,2020-09-15,,,,,10.5,,,,,,,,,1018,,,,,,1014.9
2020-09-16,IDCJDW6051,weather_summary-2020-09-16,weather_summary,2020-09-16,,,,,9.5,,,,,,,,,1022.4,,,,,,1020.4
2020-09-17,IDCJDW6051,weather_summary-2020-09-17,weather_summary,2020-09-17,,,,,10.1,,,,,,,,,1027.2,,,,,,1022.6
2020-09-18,IDCJDW6051,weather_summary-2020-09-18,weather_summary,2020-09-18,,23.5,,,10.5,,,,,,,,,1018.7,,,,,,1012.8
2020-09-19,IDCJDW6051,weather_summary-2020-09-19,weather_summary,2020-09-19,10,18.3,5.9,,7.3,,,,15.6,98,7,SW,11,1009.3,,,,,,1009.5
2020-09-20,IDCJDW6051,weather_summary-2020-09-20,weather_summary,2020-09-20,8.5,,10.4,,7.9,,,,11.5,,5,SW,7,1015.4,,,,,,1017.1
2020-09-21,IDCJDW6051,weather_summary-2020-09-21,weather_summary,2020-09-21,,,0,,6.3,,,,,,,,,1022.5,,,,,,1021.8
2020-09-22,IDCJDW6051,weather_summary-2020-09-22,weather_summary,2020-09-22,,,0,,3.5,,,,,,,,,1024.1,,,,,,1022.5
2020-09-23,IDCJDW6051,weather_summary-2020-09-23,weather_summary,2020-09-23,,,0,,10.4,,,,,,,,,1025.1,,,,,,1021.2
2020-09-24,IDCJDW6051,weather_summary-2020-09-24,weather_summary,2020-09-24,,,0,,9.7,,,,,,,,,1019.3,,,,,,1014.7
2020-09-25,IDCJDW6051,weather_summary-2020-09-25,weather_summary,2020-09-25,,24.6,0,,9.9,,,,,,,,,1014.8,,,,,,1012.7
2020-09-26,IDCJDW6051,weather_summary-2020-09-26,weather_summary,2020-09-26,11.5,22.2,0,,5.8,,,,18.5,74,7,NE,4,1013.6,,,,,,1011.2
2020-09-27,IDCJDW6051,weather_summary-2020-09-27,weather_summary,2020-09-27,14,21.4,5.2,,5.6,,,,16.6,72,4,NE,4,1017.1,,,,,,1016.2
2020-09-28,IDCJDW6051,weather_summary-2020-09-28,weather_summary,2020-09-28,,21,2.8,,7.2,,,,14.9,99,8,N,4,1018,,,,,,1017.4
2020-09-29,IDCJDW6051,weather_summary-2020-09-29,weather_summary,2020-09-29,,20.5,2.1,,1.8,,,,16.5,77,,NE,7,1019.8,19,63,8,WSW,15,1018.5
2020-09-30,IDCJDW6051,weather_summary-2020-09-30,weather_summary,2020-09-30,14.2,21.4,0,,2.8,,,,18.6,71,8,N,7,1018.4,20,64,8,WSW,9,1015.6
2020-10-1,IDCJDW6051,weather_summary-2020-10-01,weather_summary,2020-10-01,16.6,21.9,0,,5.4,,,,20,55,8,WSW,15,1014.4,20.5,49,8,SW,28,1013.2
2020-10-2,IDCJDW6051,weather_summary-2020-10-02,weather_summary,2020-10-02,13.5,18,4.6,,0.8,,,,14,89,8,SE,17,1015.5,16,64,8,SW,15,1016.8
2020-10-3,IDCJDW6051,weather_summary-2020-10-03,weather_summary,2020-10-03,,18.6,4.2,,11.4,,,,11,69,1,S,7,1027.2,,,,,,1025.6
2020-10-4,IDCJDW6051,weather_summary-2020-10-04,weather_summary,2020-10-04,,21.1,0,,11.3,,,,14.6,56,1,S,9,1031.4,,,,,,1029.2
2020-10-5,IDCJDW6051,weather_summary-2020-10-05,weather_summary,2020-10-05,,22,0,,11.7,,,,15.5,37,0,NE,13,1034.4,20,28,0,NE,6,1030.1
2020-10-6,IDCJDW6051,weather_summary-2020-10-06,weather_summary,2020-10-06,9.1,23,0,,11.5,,,,16,43,0,NE,15,1028,21.5,28,1,ENE,4,1022.1
2020-10-7,IDCJDW6051,weather_summary-2020-10-07,weather_summary,2020-10-07,9,23.5,0,,8.6,,,,17.5,39,1,NE,13,1015.7,21,45,3,N,9,1012.1
2020-10-8,IDCJDW6051,weather_summary-2020-10-08,weather_summary,2020-10-08,10.1,,32,,10.8,,,,18.5,67,6,SE,7,1015.5,22.3,41,3,W,9,1014.6
2020-10-9,IDCJDW6051,weather_summary-2020-10-09,weather_summary,2020-10-09,8.4,23.6,0,,11.1,,,,18,53,1,S,4,1018.2,23,42,2,SW,9,1016
2020-10-10,IDCJDW6051,weather_summary-2020-10-10,weather_summary,2020-10-10,,24.2,0,,9.7,,,,15.1,74,6,SSW,4,1018.1,,,,,,1015.4
2020-10-11,IDCJDW6051,weather_summary-2020-10-11,weather_summary,2020-10-11,,26.5,0,,11.8,,,,17.1,54,0,N,4,1018.8,,,,,,1015.9
2020-10-12,IDCJDW6051,weather_summary-2020-10-12,weather_summary,2020-10-12,,29.5,0,,11.7,,,,23.5,42,0,SW,9,1019.4,28.5,34,0,SW,13,1015.1
2020-10-13,IDCJDW6051,weather_summary-2020-10-13,weather_summary,2020-10-13,15.4,31.5,0,,11.4,,,,23.5,48,1,NE,6,1014.7,31.5,31,4,W,9,1012.1
2020-10-14,IDCJDW6051,weather_summary-2020-10-14,weather_summary,2020-10-14,14,24.5,0,,7.1,,,,16.6,94,8,SW,6,1016.1,23,52,2,S,15,1014.8
2020-10-15,IDCJDW6051,weather_summary-2020-10-15,weather_summary,2020-10-15,13.4,23.4,0,,5.4,,,,17.5,66,7,E,7,1020.3,22.6,44,6,S,4,1016.6
2020-10-16,IDCJDW6051,weather_summary-2020-10-16,weather_summary,2020-10-16,13.1,26,0,,11.1,,,,19,59,4,E,13,1019.1,25.5,35,2,S,13,1015.6
2020-10-17,IDCJDW6051,weather_summary-2020-10-17,weather_summary,2020-10-17,15.8,27.7,0,,12,,,,18,56,0,NE,30,1018.6,,,,,,1013.5
2020-10-18,IDCJDW6051,weather_summary-2020-10-18,weather_summary,2020-10-18,13.5,31,0,,12,,,,19.2,52,1,NE,19,1012.5,,,,,,1009.4
2020-10-19,IDCJDW6051,weather_summary-2020-10-19,weather_summary,2020-10-19,16.5,29.2,0,,12.3,,,,24,42,0,S,6,1011.4,27.6,63,0,S,19,1009.9
2020-10-20,IDCJDW6051,weather_summary-2020-10-20,weather_summary,2020-10-20,19.5,26.6,0,,11.5,,,,20.9,66,0,S,4,1014.6,24.8,53,1,SW,9,1012.3
2020-10-21,IDCJDW6051,weather_summary-2020-10-21,weather_summary,2020-10-21,,25.5,0,,11.7,,,,20.5,60,4,S,13,1014.1,25,37,2,SW,19,1012
2020-10-22,IDCJDW6051,weather_summary-2020-10-22,weather_summary,2020-10-22,,25.6,0,,12.4,,,,,,,,,1018.3,23.6,41,2,SW,15,1015.7
2020-10-23,IDCJDW6051,weather_summary-2020-10-23,weather_summary,2020-10-23,11.5,27,0,,12.4,,,,19.5,55,0,E,6,1018.4,26.1,30,4,SE,15,1015.3
2020-10-24,IDCJDW6051,weather_summary-2020-10-24,weather_summary,2020-10-24,11.9,29.7,0,,12.4,,,,17.6,55,0,NE,9,1018.1,,,,,,1014.2
2020-10-25,IDCJDW6051,weather_summary-2020-10-25,weather_summary,2020-10-25,,34.5,0,,12.4,,,,23.3,33,0,NE,22,1013.9,,,,,,1008.8
2020-10-26,IDCJDW6051,weather_summary-2020-10-26,weather_summary,2020-10-26,20.5,27,0,,12.4,,,,24,42,0,SW,13,,25,47,0,WSW,15,1012
2020-10-27,IDCJDW6051,weather_summary-2020-10-27,weather_summary,2020-10-27,15.4,24.5,0,,11.3,,,,22,66,4,NW,9,1014.4,22.5,62,4,SW,20,1013.5
2020-10-28,IDCJDW6051,weather_summary-2020-10-28,weather_summary,2020-10-28,14.1,25.5,0,,10.4,,,,21.5,53,3,SW,4,1019.8,25,44,0,SW,15,1017.9
2020-10-29,IDCJDW6051,weather_summary-2020-10-29,weather_summary,2020-10-29,14.3,32,0,,12.5,,,,22,45,0,NE,22,1021.2,30.5,29,0,NW,9,1016
2020-10-30,IDCJDW6051,weather_summary-2020-10-30,weather_summary,2020-10-30,16.8,35.8,0,,11.7,,,,26.1,35,2,NW,20,1014.4,,,,,,1010.6
2020-10-31,IDCJDW6051,weather_summary-2020-10-31,weather_summary,2020-10-31,18.9,25.7,0,,4.8,,,,23.9,65,8,W,11,1006.3,,,,,,1004.8
